"키","명칭","행정시","행정구","행정동"
"BE_IW16-0892","Chogajip","Seoul","Seocho-gu","Seocho3-dong"
"BE_IW16-0893","Chogajip","Seoul","Guro-gu","Guro5-dong"
"BE_IW16-0894","Chodang","Seoul","Jongno-gu","Jongno5.6ga-dong"
"BE_IW16-0895","Chodongjip","Seoul","Seocho-gu","Bangbae2-dong"
"BE_IW16-0896","Chowon","Seoul","Guro-gu","Guro5-dong"
"BE_IW16-0897","Chowon","Seoul","Gangbuk-gu","Ui-dong"
"BE_IW16-0898","Chowon","Seoul","Gangnam-gu","Samseong1-dong"
"BE_IW16-0899","Chowon Garden (Restaurant)","Seoul","Gangbuk-gu","Ui-dong"
"BE_IW16-0900","Chowon Garden (Restaurant)","Seoul","Guro-gu","Guro5-dong"
"BE_IW16-0901","Chowon Garden (Restaurant)","Seoul","Jongno-gu","Gahoe-dong"
"BE_IW16-0902","Chowon Restaurant","Seoul","Guro-gu","Gocheok2-dong"
"BE_IW16-0903","Chowon Restaurant","Seoul","Geumcheon-gu","Gasan-dong"
"BE_IW16-0904","Chowon Restaurant","Seoul","Gwanak-gu","Miseong-dong"
"BE_IW16-0905","Chowon Restaurant","Seoul","Gangnam-gu","Cheongdam-dong"
"BE_IW16-0906","Chowon Restaurant","Seoul","Gwangjin-gu","Junggok2-dong"
"BE_IW16-0907","Choegojip Restaurant","Seoul","Mapo-gu","Seongsan2-dong"
"BE_IW16-0289","Mapo Sutbulgalbi","Seoul","Yeongdeungpo-gu","Dangsan1-dong"
"BE_IW16-0290","Mapo Sutbulgalbi","Seoul","Songpa-gu","Macheon2-dong"
"BE_IW16-0291","Mapo Sutbulgalbi","Seoul","Gangnam-gu","Irwon1-dong"
"BE_IW16-0292","Mapojip","Seoul","Dongjak-gu","Sadang3-dong"
"BE_IW16-0293","Mangnae Hoe Center","Seoul","Yeongdeungpo-gu","Yeongdeungpobon-dong"
"BE_IW16-0294","Manbal","Seoul","Seocho-gu","Bangbae4-dong"
"BE_IW16-0295","Manseon","Seoul","Seongbuk-gu","Dongseon-dong"
"BE_IW16-0296","Rice Cake Store","Seoul","Seongbuk-gu","Seokgwan-dong"
"BE_IW16-0297","Mukgol","Seoul","Gwanak-gu","Cheongnyong-dong"
"BE_IW16-0298","Meokgolchon","Seoul","Jungnang-gu","Sinnae1-dong"
"BE_IW16-0299","Meokgolchon","Seoul","Jungnang-gu","Sinnae1-dong"
"BE_IW16-0300","Memilchon","Seoul","Seongbuk-gu","Wolgok2-dong"
"BE_IW16-0301","Memilchon","Seoul","Eunpyeong-gu","Eungam1-dong"
"BE_IW16-0302","Memilchon","Seoul","Jungnang-gu","Junghwa2-dong"
"BE_IW16-0303","Myeongga","Seoul","Yongsan-gu","Itaewon1-dong"
"BE_IW16-0304","Myeongdong Gyoja","Seoul","Jung-gu","Myeong-dong"
"BE_IW16-0305","Myeongdong Kalguksu","Seoul","Mapo-gu","Seogang-dong"
"BE_IW16-0306","Myeongdong Kalguksu","Seoul","Eunpyeong-gu","Eungam1-dong"
"BE_IW16-0307","Myeongmun? Restaurant","Seoul","Songpa-gu","Samjeon-dong"
"BE_IW16-0308","Myeongsan eel","Seoul","Seocho-gu","Naegok-dong"
"BE_IW16-0309","Myeongju","Seoul","Dobong-gu","Banghak1-dong"
"BE_IW16-0310","Library","Seoul","Seocho-gu","Bangbae4-dong"
"BE_IW16-0311","Moa ","Seoul","Gangnam-gu","Cheongdam-dong"
"BE_IW16-0312","Mongnyeon Sikdang","Seoul","Gangnam-gu","Nonhyeon2-dong"
"BE_IW16-0313","Mongno","Seoul","Gangnam-gu","Sinsa-dong"
"BE_IW16-0314","Mongmyeok Sanbang","Seoul","Jung-gu","Pil-dong"
"BE_IW16-0315","Mokpo","Seoul","Gwanak-gu","Seonghyeon-dong"
"BE_IW16-0316","Mokpo Nakji","Seoul","Jung-gu","Donghwa-dong"
"BE_IW16-0317","Mokpo Jamaejip","Seoul","Gangnam-gu","Nonhyeon2-dong"
"BE_IW16-0318","Mokpojip","Seoul","Dongdaemun-gu","Yongsin-dong"
"BE_IW16-0319","Mudol","Seoul","Gangnam-gu","Cheongdam-dong"
"BE_IW16-0320","Muhwajam","Seoul","Gangnam-gu","Nonhyeon1-dong"
"BE_IW16-0321","Mun","Seoul","Gangnam-gu","Daechi4-dong"
"BE_IW16-0322","Muse","Seoul","Gangnam-gu","Nonhyeon2-dong"
"BE_IW16-0323","Miga","Seoul","Gwangjin-gu","Junggok1-dong"
"BE_IW16-0324","Miga","Seoul","Gwangjin-gu","Hwayang-dong"
"BE_IW16-0325","Micah Halmae","Seoul","Gwanak-gu","Sillim-dong"
"BE_IW16-0326","Midam","Seoul","Yangcheon-gu","Mok5-dong"
"BE_IW16-0327","Midam","Seoul","Yangcheon-gu","Mok5-dong"
"BE_IW16-0328","Mido ","Seoul","Gwanak-gu","Inheon-dong"
"BE_IW16-0329","Mido ","Seoul","Gangnam-gu","Dogok2-dong"
"BE_IW16-0330","Mirak","Seoul","Dongdaemun-gu","Yongsin-dong"
"BE_IW16-0331","Mirak","Seoul","Dongjak-gu","Sindaebang2-dong"
"BE_IW16-0332","Mirak","Seoul","Mapo-gu","Gongdeok-dong"
"BE_IW16-0333","Chinese Restaurant","Seoul","Songpa-gu","Seokchon-dong"
"BE_IW16-0334","Chinese Restaurant","Seoul","Yangcheon-gu","Sinjeong4-dong"
"BE_IW16-0335","Mireu","Seoul","Jongno-gu","Sajik-dong"
"BE_IW16-0336","Mireu","Seoul","Jung-gu","Jungnim-dong"
"BE_IW16-0337","Misan","Seoul","Gangnam-gu","Nonhyeon1-dong"
"BE_IW16-0338","Miseongok","Seoul","Jung-gu","Myeong-dong"
"BE_IW16-0339","Mihyang","Seoul","Gangnam-gu","Yeoksam2-dong"
"BE_IW16-0340","Mingadaheon (Min＇s Club)","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong"
"BE_IW16-0341","Mindeulle","Seoul","Mapo-gu","Seogyo-dong"
"BE_IW16-0342","Mindeulle","Seoul","Gangnam-gu","Yeoksam1-dong"
"BE_IW16-0343","Minsok dubu Ma-eul","Seoul","Gangbuk-gu","Beon2-dong"
"BE_IW16-0344","Misok Restaurant","Seoul","Seodaemun-gu","Yeonhui-dong"
"BE_IW16-0345","Misok Restaurant","Seoul","Seodaemun-gu","Yeonhui-dong"
"BE_IW16-0346","Minsokjip","Seoul","Jongno-gu","Hyehwa-dong"
"BE_IW16-0347","Badalbi","Seoul","Gwanak-gu","Sillim-dong"
"BE_IW16-0348","Bawoo Restaurant","Seoul","Dobong-gu","Banghak1-dong"
"BE_IW16-0349","Bakdaegamne","Seoul","Gangnam-gu","Cheongdam-dong"
"BE_IW16-0350","Bakseobangne Sundaeguk","Seoul","Gangnam-gu","Samseong1-dong"
"BE_IW16-0351","Bakseok-gogae (Pass)","Seoul","Jongno-gu","Hyehwa-dong"
"BE_IW16-0352","Ballyongsan Mountain","Seoul","Gangnam-gu","Daechi4-dong"
"BE_IW16-0353","Bangagol","Seoul","Dobong-gu","Banghak1-dong"
"BE_IW16-0354","Baeksong","Seoul","Jongno-gu","Cheongunhyoja-dong"
"BE_IW16-0355","Baekam Noodle & Blood Sausage","Seoul","Jung-gu","Hoehyeon-dong"
"BE_IW16-0356","Baegam Wang Sundae","Seoul","Eunpyeong-gu","Galhyeon2-dong"
"BE_IW16-0357","Baegam Wang Sundae","Seoul","Seocho-gu","Seocho1-dong"
"BE_IW16-0358","Baek-un Sanjang","Seoul","Gangbuk-gu","Ui-dong"
"BE_IW16-0359","Baek-un Sanjang","Seoul","Gangbuk-gu","Ui-dong"
"BE_IW16-0360","Baekhap ","Seoul","Guro-gu","Gocheok1-dong"
"BE_IW16-0361","Bamboo House","Seoul","Gangnam-gu","Yeoksam1-dong"
"BE_IW16-0362","Baetgodong","Seoul","Gangnam-gu","Yeoksam1-dong"
"BE_IW16-0363","Budnamujip","Seoul","Gangdong-gu","Gangil-dong"
"BE_IW16-0364","Budnamujip","Seoul","Songpa-gu","Ogeum-dong"
"BE_IW16-0365","Budnamujip","Seoul","Gangnam-gu","Yeoksam1-dong"
"BE_IW16-0366","Budnamujip","Seoul","Mapo-gu","Ahyeon-dong"
"BE_IW16-0367","Budnamujip","Seoul","Dobong-gu","Chang2-dong"
"BE_IW16-0368","Budnamujip","Seoul","Seongdong-gu","Wangsimnidoseon-dong"
"BE_IW16-0369","Budnamujip","Seoul","Seocho-gu","Seocho2-dong"
"BE_IW16-0370","Beoseot Ma-eul","Seoul","Yongsan-gu","Hangangno-dong"
"BE_IW16-0371","Bums","Seoul","Gangnam-gu","Cheongdam-dong"
"BE_IW16-0372","Byeokjegalbi","Seoul","Songpa-gu","Bangi1-dong"
"BE_IW16-0373","Byeolgung Sikdang","Seoul","Jongno-gu","Samcheong-dong"
"BE_IW16-0374","Byeoldang","Seoul","Gangbuk-gu","Ui-dong"
"BE_IW16-0375","Byeolmijeong","Seoul","Seongbuk-gu","Bomun-dong"
"BE_IW16-0376","Byeotjipgu-i Ma-eul","Seoul","Yangcheon-gu","Sinwol7-dong"
"BE_IW16-0377","Byeotjipgu-i Ma-eul","Seoul","Gangnam-gu","Irwon1-dong"
"BE_IW16-0378","Byeongcheon Noodle & Blood Sausage","Seoul","Dongjak-gu","Noryangjin2-dong"
"BE_IW16-0379","Byeongcheon Noodle & Blood Sausage","Seoul","Yeongdeungpo-gu","Yangpyeong2-dong"
"BE_IW16-0380","Borisu","Seoul","Gangnam-gu","Daechi2-dong"
"BE_IW16-0381","Boritgol","Seoul","Gangdong-gu","Dunchon2-dong"
"BE_IW16-0382","Bomulseom","Seoul","Seodaemun-gu","Yeonhui-dong"
"BE_IW16-0383","Bowon","Seoul","Yeongdeungpo-gu","Yeongdeungpo-dong"
"BE_IW16-0384","Botong Saram","Seoul","Seodaemun-gu","Sinchon-dong"
"BE_IW16-0385","Bonga","Seoul","Jung-gu","Myeong-dong"
"BE_IW16-0386","Bonga","Seoul","Mapo-gu","Seogyo-dong"
"BE_IW16-0387","Bonga","Seoul","Seongbuk-gu","Jangwi2-dong"
"BE_IW16-0388","Bongsanok","Seoul","Seocho-gu","Seocho3-dong"
"BE_IW16-0389","Bongsanjip","Seoul","Yongsan-gu","Hangangno-dong"
"BE_IW16-0390","Bong-woori","Seoul","Seocho-gu","Seocho3-dong"
"BE_IW16-0391","Bongchu Jjimdak","Seoul","Gangnam-gu","Apgujeong-dong"
"BE_IW16-0392","Bongchu Jjimdak","Seoul","Gangbuk-gu","Songjung-dong"
"BE_IW16-0393","Bongchu Jjimdak","Seoul","Seongdong-gu","Sageun-dong"
"BE_IW16-0394","Bongchu Jjimdak","Seoul","Seongbuk-gu","Dongseon-dong"
"BE_IW16-0395","Bongpiyang","Seoul","Songpa-gu","Bangi1-dong"
"BE_IW16-0396","Bonghee Ox Bone Soup","Seoul","Eunpyeong-gu","Jeungsan-dong"
"BE_IW16-0397","Buttumak","Seoul","Seocho-gu","Seocho3-dong"
"BE_IW16-0398","Burimjeong Sutbulgalbi","Seoul","Gwangjin-gu","Jayang4-dong"
"BE_IW16-0399","Buminok","Seoul","Jung-gu","Myeong-dong"
"BE_IW16-0400","Busanbokjip","Seoul","Dongdaemun-gu","Jangan1-dong"
"BE_IW16-0401","Busanbokjip","Seoul","Seocho-gu","Seocho3-dong"
"BE_IW16-0402","Busanbokjip","Seoul","Songpa-gu","Ogeum-dong"
"BE_IW16-0403","Busanbokjip","Seoul","Jongno-gu","Sajik-dong"
"BE_IW16-0404","Busan Sikdang","Seoul","Dongdaemun-gu","Cheongnyangni-dong"
"BE_IW16-0405","Busan Sikdang","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong"
"BE_IW16-0406","Busanjip","Seoul","Gangnam-gu","Nonhyeon1-dong"
"BE_IW16-0407","Builgalbi","Seoul","Yeongdeungpo-gu","Yeongdeungpo-dong"
"BE_IW16-0408","Bugakjeong","Seoul","Jongno-gu","Pyeongchang-dong"
"BE_IW16-0409","Bukchon","Seoul","Seongbuk-gu","Dongseon-dong"
"BE_IW16-0410","Sadong Myeonok","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong"
"BE_IW16-0411","Sarangbang","Seoul","Mapo-gu","Gongdeok-dong"
"BE_IW16-0412","Sarangbang","Seoul","Gangbuk-gu","Ui-dong"
"BE_IW16-0413","Sarangbang","Seoul","Jongno-gu","Ihwa-dong"
"BE_IW16-0414","Sarangchae","Seoul","Songpa-gu","Munjeong1-dong"
"BE_IW16-0415","Sarangchae","Seoul","Seocho-gu","Bangbae1-dong"
"BE_IW16-0416","Sariwon","Seoul","Dongjak-gu","Sangdo1-dong"
"BE_IW16-0417","Sariwon","Seoul","Dobong-gu","Banghak1-dong"
"BE_IW16-0418","Sajohoe Tuna","Seoul","Yeongdeungpo-gu","Dangsan2-dong"
"BE_IW16-0419","Sangosujang","Seoul","Seocho-gu","Naegok-dong"
"BE_IW16-0420","Sangol Restaurant","Seoul","Seongbuk-gu","Seokgwan-dong"
"BE_IW16-0421","Sanmaru","Seoul","Gwanak-gu","Namhyeon-dong"
"BE_IW16-0422","Sansarang","Seoul","Gangbuk-gu","Ui-dong"
"BE_IW16-0423","Sansok Garden","Seoul","Gangdong-gu","Godeok2-dong"
"BE_IW16-0424","Sansugabsan","Seoul","Gwanak-gu","Namhyeon-dong"
"BE_IW16-0425","Sansujeong","Seoul","Seongdong-gu","Seongsu2ga3-dong"
"BE_IW16-0426","Sansujeong","Seoul","Eunpyeong-gu","Gusan-dong"
"BE_IW16-0427","Sansujeong","Seoul","Seocho-gu","Naegok-dong"
"BE_IW16-0428","Sanesan Mineral-fed Duck","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong"
"BE_IW16-0429","Sanul","Seoul","Gwangjin-gu","Gwangjang-dong"
"BE_IW16-0430","Sanyuhwa","Seoul","Jongno-gu","Pyeongchang-dong"
"BE_IW16-0431","Sanyuhwa","Seoul","Jung-gu","Jangchung-dong"
"BE_IW16-0432","Sanjang Garden Restaurant","Seoul","Gangdong-gu","Dunchon2-dong"
"BE_IW16-0433","Sanjeong","Seoul","Gangnam-gu","Nonhyeon2-dong"
"BE_IW16-0434","Sanchon","Seoul","Gangbuk-gu","Ui-dong"
"BE_IW16-0435","Sanho","Seoul","Gangnam-gu","Sinsa-dong"
"BE_IW16-0436","Salgunamujip","Seoul","Gangseo-gu","Balsan1-dong"
"BE_IW16-0437","Samgeori / Three-way Intersection","Seoul","Seocho-gu","Yangjae1-dong"
"BE_IW16-0438","Samgeori Restaurant","Seoul","Eunpyeong-gu","Galhyeon1-dong"
"BE_IW16-0439","Samgeori Restaurant","Seoul","Seongdong-gu","Sageun-dong"
"BE_IW16-0440","Samrak","Seoul","Dongjak-gu","Daebang-dong"
"BE_IW16-0441","Samujeong","Seoul","Gangnam-gu","Yeoksam1-dong"
"BE_IW16-0442","Samwongarden","Seoul","Gangnam-gu","Apgujeong-dong"
"BE_IW16-0443","Samcheonggak","Seoul","Nowon-gu","Hagye1-dong"
"BE_IW16-0444","Samho Garden Restaurant","Seoul","Seocho-gu","Bangbaebon-dong"
"BE_IW16-0445","Samho Garden Restaurant","Seoul","Yangcheon-gu","Sinwol2-dong"
"BE_IW16-0446","Samho Bokjip","Seoul","Seocho-gu","Seocho2-dong"
"BE_IW16-0447","Sangrakwon","Seoul","Gangnam-gu","Yeoksam1-dong"
"BE_IW16-0448","Saemaeul Restaurant","Seoul","Yeongdeungpo-gu","Yeongdeungpo-dong"
"BE_IW16-0449","Saemaeul Restaurant","Seoul","Geumcheon-gu","Doksan3-dong"
"BE_IW16-0450","Saemaeul Restaurant","Seoul","Dongdaemun-gu","Hoegi-dong"
"BE_IW16-0451","Saemaeul Restaurant","Seoul","Songpa-gu","Jamsilbon-dong"
"BE_IW16-0452","Saebyeokjip","Seoul","Gangnam-gu","Cheongdam-dong"
"BE_IW16-0453","Saemteo Garden Restaurant","Seoul","Gwanak-gu","Boramae-dong"
"BE_IW16-0454","Saemteomaru","Seoul","Gangbuk-gu","Ui-dong"
"BE_IW16-0455","Sorabeol","Seoul","Jongno-gu","Hyehwa-dong"
"BE_IW16-0456","Seorae","Seoul","Seongbuk-gu","Anam-dong"
"BE_IW16-0457","Seorae","Seoul","Songpa-gu","Jamsilbon-dong"
"BE_IW16-0458","Seorae","Seoul","Eunpyeong-gu","Galhyeon2-dong"
"BE_IW16-0459","Seorae","Seoul","Yongsan-gu","Namyeong-dong"
"BE_IW16-0460","Seorin Nakji","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong"
"BE_IW16-0461","SeoSeo Galbi Restaurant","Seoul","Gangseo-gu","Gayang1-dong"
"BE_IW16-0462","Apgujeong Seoseogalbi","Seoul","Gangnam-gu","Apgujeong-dong"
"BE_IW16-0463","Seoul Garden ","Seoul","Dongjak-gu","Sindaebang1-dong"
"BE_IW16-0464","Seoul Ttukbaegi(hot pot) (Restaurant)","Seoul","Yeongdeungpo-gu","Yangpyeong1-dong"
"BE_IW16-0465","SeoulRestaurant","Seoul","Dongdaemun-gu","Yongsin-dong"
"BE_IW16-0466","SeoulRestaurant","Seoul","Yeongdeungpo-gu","Yangpyeong1-dong"
"BE_IW16-0467","SeoulRestaurant","Seoul","Nowon-gu","Sanggye5-dong"
"BE_IW16-0468","SeoulRestaurant","Seoul","Gangdong-gu","Cheonho1-dong"
"BE_IW16-0469","Seoul Club","Seoul","Jung-gu","Jangchung-dong"
"BE_IW16-0470","Seochogol","Seoul","Seocho-gu","Seocho3-dong"
"BE_IW16-0471","Seongnan","Seoul","Seodaemun-gu","Sinchon-dong"
"BE_IW16-0472","Seorak loach soup","Seoul","Dongjak-gu","Sangdo3-dong"
"BE_IW16-0473","Seongneomeojip","Seoul","Seongbuk-gu","Seongbuk-dong"
"BE_IW16-0474","Seongbukdong Nurungjibaeksuk","Seoul","Seongbuk-gu","Seongbuk-dong"
"BE_IW16-0475","Seongbukdong Dwaejigalbijip","Seoul","Seongbuk-gu","Seongbuk-dong"
"BE_IW16-0476","Seong-won Restaurant","Seoul","Gwangjin-gu","Guui2-dong"
"BE_IW16-0477","Seongji Restaurant","Seoul","Yangcheon-gu","Mok2-dong"
"BE_IW16-0478","SejongGarden (Restaurant)","Seoul","Yongsan-gu","Hannam-dong"
"BE_IW16-0479","Sogongdong Ttukbaegijip","Seoul","Gangnam-gu","Samseong1-dong"
"BE_IW16-0480","Sogongdong Ttukbaegijip","Seoul","Jung-gu","Sogong-dong"
"BE_IW16-0481","Sogongdong Ttukbaegijip","Seoul","Seocho-gu","Banpo4-dong"
"BE_IW16-0482","Sonamu","Seoul","Mapo-gu","Ahyeon-dong"
"BE_IW16-0483","Sonamu","Seoul","Gangnam-gu","Nonhyeon2-dong"
"BE_IW16-0484","Sonamujip (Restaurant)","Seoul","Gwanak-gu","Boramae-dong"
"BE_IW16-0485","Sonamujip (Restaurant)","Seoul","Eunpyeong-gu","Jingwan-dong"
"BE_IW16-0486","Sodam","Seoul","Gangnam-gu","Daechi4-dong"
"BE_IW16-0487","Sodam","Seoul","Seongbuk-gu","Dongseon-dong"
"BE_IW16-0488","Sodam","Seoul","Songpa-gu","Seokchon-dong"
"BE_IW16-0489","Sodam","Seoul","Seodaemun-gu","Hongje1-dong"
"BE_IW16-0490","Somaru","Seoul","Gangnam-gu","Yeoksam2-dong"
"BE_IW16-0491","Ox Head Soup ","Seoul","Yeongdeungpo-gu","Yangpyeong2-dong"
"BE_IW16-0492","Ox Head Soup ","Seoul","Yangcheon-gu","Sinwol7-dong"
"BE_IW16-0493","Somunnan Restaurant","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong"
"BE_IW16-0494","Soban","Seoul","Eunpyeong-gu","Eungam3-dong"
"BE_IW16-0495","Mt. Sobaeksan","Seoul","Seocho-gu","Yangjae2-dong"
"BE_IW16-0496","Sobaeksan Garden Restaurant","Seoul","Seocho-gu","Yangjae2-dong"
"BE_IW16-0497","Pond","Seoul","Gangbuk-gu","Songjung-dong"
"BE_IW16-0498","Sojeong","Seoul","Dongdaemun-gu","Jegi-dong"
"BE_IW16-0499","Sohojeong","Seoul","Seocho-gu","Yangjae2-dong"
"BE_IW16-0500","Sokcho Saengtaejip","Seoul","Jung-gu","Sogong-dong"
"BE_IW16-0501","Songane","Seoul","Seongbuk-gu","Seongbuk-dong"
"BE_IW16-0502","Solomon Garden Restaurant","Seoul","Gangbuk-gu","Insu-dong"
"BE_IW16-0503","Solbatgol","Seoul","Dongjak-gu","Daebang-dong"
"BE_IW16-0504","Solbat Sutbul Galbi ( Charcoal Galbi)","Seoul","Gangbuk-gu","Songcheon-dong"
"BE_IW16-0505","Solhyanggi","Seoul","Yeongdeungpo-gu","Yangpyeong2-dong"
"BE_IW16-0506","Solhyanggi","Seoul","Yongsan-gu","Wonhyoro1-dong"
"BE_IW16-0507","Motel","Seoul","Jongno-gu","Hyehwa-dong"
"BE_IW16-0508","chueotang","Seoul","Mapo-gu","Yeonnam-dong"
"BE_IW16-0509","SonglimGol","Seoul","Dongdaemun-gu","Cheongnyangni-dong"
"BE_IW16-0510","Suyang","Seoul","Gwangjin-gu","Jayang3-dong"
"BE_IW16-0511","Songnimjeong","Seoul","Jungnang-gu","Myeonmok4-dong"
"BE_IW16-0512","Songbaek Sikdang","Seoul","Yeongdeungpo-gu","Dangsan2-dong"
"BE_IW16-0513","Song-am Apt.","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong"
"BE_IW16-0514","Song-ori","Seoul","Seodaemun-gu","Hongeun2-dong"
"BE_IW16-0515","Songok","Seoul","Gangnam-gu","Sinsa-dong"
"BE_IW16-0516","Songwon","Seoul","Gangbuk-gu","Ui-dong"
"BE_IW16-0517","Songwon","Seoul","Jung-gu","Jangchung-dong"
"BE_IW16-0518","Songhyeon","Seoul","Seocho-gu","Seocho2-dong"
"BE_IW16-0519","Sugang","Seoul","Yeongdeungpo-gu","Yeongdeungpo-dong"
"BE_IW16-0520","Sura","Seoul","Yeongdeungpo-gu","Dangsan1-dong"
"BE_IW16-0521","Suracheong","Seoul","Seocho-gu","Seocho3-dong"
"BE_IW16-0522","Sulim Restaurant","Seoul","Gangseo-gu","Hwagok4-dong"
"BE_IW16-0523","Sujeong Restaurant","Seoul","Gangdong-gu","Seongnae1-dong"
"BE_IW16-0524","Suhyang","Seoul","Jungnang-gu","Sangbong2-dong"
"BE_IW16-0525","Sukjane","Seoul","Seocho-gu","Seocho3-dong"
"BE_IW16-0526","Chef Flo","Seoul","Gangnam-gu","Dogok2-dong"
"BE_IW16-0527","Star Chef","Seoul","Gangnam-gu","Dogok2-dong"
"BE_IW16-0528","Sigolgil","Seoul","Gangbuk-gu","Ui-dong"
"BE_IW16-0529","Sigol Farm","Seoul","Seodaemun-gu","Sinchon-dong"
"BE_IW16-0530","Sigol Bapsang","Seoul","Gangnam-gu","Gaepo4-dong"
"BE_IW16-0531","Sigol Bapsang","Seoul","Gangbuk-gu","Ui-dong"
"BE_IW16-0532","Sigol Bapsang","Seoul","Yeongdeungpo-gu","Yeongdeungpo-dong"
"BE_IW16-0533","Sigol Bapsang","Seoul","Jungnang-gu","Junghwa2-dong"
"BE_IW16-0534","Sigol Bapsang","Seoul","Gangdong-gu","Gil-dong"
"BE_IW16-0535","Sigol Bapsang","Seoul","Gangnam-gu","Yeoksam2-dong"
"BE_IW16-0536","Sigol Bapsang","Seoul","Eunpyeong-gu","Jingwan-dong"
"BE_IW16-0537","Sigol Rice with Lettuce Wraps","Seoul","Yeongdeungpo-gu","Yangpyeong1-dong"
"BE_IW16-0538","Sigol Rice with Lettuce Wraps","Seoul","Gwanak-gu","Sinwon-dong"
"BE_IW16-0539","Sigoljip (Restaurant)","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong"
"BE_IW16-0540","Sigoljip (Restaurant)","Seoul","Dongdaemun-gu","Yongsin-dong"
"BE_IW16-0541","Sigoljip (Restaurant)","Seoul","Gwanak-gu","Sinsa-dong"
"BE_IW16-0542","Sigoljip (Restaurant)","Seoul","Dongdaemun-gu","Yongsin-dong"
"BE_IW16-0543","Sigoljip (Restaurant)","Seoul","Seodaemun-gu","Bukgajwa2-dong"
"BE_IW16-0544","Sigoljip (Restaurant)","Seoul","Dobong-gu","Chang1-dong"
"BE_IW16-0545","Sigoljip (Restaurant)","Seoul","Dobong-gu","Dobong2-dong"
"BE_IW16-0546","Sigoljip (Restaurant)","Seoul","Jung-gu","Gwanghui-dong"
"BE_IW16-0547","Sigoljip (Restaurant)","Seoul","Jung-gu","Gwanghui-dong"
"BE_IW16-0548","Sigoljip (Restaurant)","Seoul","Gwanak-gu","Nakseongdae-dong"
"BE_IW16-0549","Sigoljip (Restaurant)","Seoul","Yeongdeungpo-gu","Dangsan1-dong"
"BE_IW16-0550","Sigol Loach Soup","Seoul","Gwangjin-gu","Jayang4-dong"
"BE_IW16-0551","Sigyeongjeong Pavilion","Seoul","Seocho-gu","Yangjae2-dong"
"BE_IW16-0552","SinMap Skirtmeat","Seoul","Gangseo-gu","Hwagok6-dong"
